specialty,product-cat,caption,vendor,order_date,expiry_date,quantity,unit_cost,total_cost,shelf_life_days,days_to_expiry,product_order_count,avg_reorder_gap_days,risk_score,risk_tier
Ortho Instruments,Reamer,Cannulated Reamer (T-Type),Braun Medical India,2024-10-15,2028-10-15,38,125.0,4750.0,1461,809,4,117.0,21.8,Low
Surgery,Instrument Kit,Microsurgery Glaucoma Set,Johnson & Johnson,2023-01-29,2027-01-29,5,1199.9,5999.5,1461,184,16,59.625,21.8,Low
Surgery,Forceps,Hartmann Nasal Polypus Forceps,Medtronic,2023-01-11,2027-01-11,23,36.9,848.7,1461,166,21,50.23809523809524,21.8,Low
Monitor,BP Monitor,Omron Automatic Blood Pressure Monitor,Vishal Surgitech,2023-05-17,2027-05-17,32,190.96,6110.72,1461,292,23,42.0,21.8,Low
OPT Equipments,OT Tables,Hydraulic Operation Table,Becton Dickinson,2023-09-05,2027-09-05,3,5199.9,15599.7,1461,403,4,119.5,21.8,Low
Surgery,Scissors,"Tungsten Carbide (TC), Mayo Scissor, Curved",Inor Medical Products Ltd,2023-03-28,2027-03-28,15,199.9,2998.5,1461,242,14,75.07142857142857,21.8,Low
Ortho Instruments,Plier,Orthopedic Wire Cutter Cum Plier,Thyrocare Technologies Limited,2023-11-07,2027-11-07,32,179.2,5734.4,1461,466,6,136.83333333333334,21.8,Low
Hollowware,Dressing Jar,Dressing Jar,Becton Dickinson,2024-04-06,2028-04-06,4,19.6,78.4,1461,617,2,177.5,21.8,Low
Surgery,Retractor,Jolls Retractor,Delux Surgical,2023-03-01,2027-03-01,11,332.9,3661.9,1461,215,15,67.86666666666666,21.8,Low
Surgery,Scissors,"Tungsten Carbide (TC), Mayo Scissor, Curved",GE Healthcare,2024-01-31,2028-01-31,33,199.9,6596.7,1461,551,14,75.07142857142857,21.8,Low
Surgery,Instrument Kit,Microsurgery Glaucoma Set,CDR MEDICAL INDUSTRIES,2023-01-30,2027-01-30,22,1199.9,26397.8,1461,185,16,59.625,21.8,Low
Hollowware,Sputum Mug,Sputum Mug with Cover (Stainless Steel),AJMERA BIO-MEDICAL ENGINEERS,2024-06-16,2028-06-16,24,21.9,525.6,1461,688,5,160.2,21.8,Low
Ortho Aid,Fracture Aids,Rib Belt,Max Healthcare Institute Limited,2024-10-08,2028-10-08,40,33.705,1348.2,1461,802,4,162.5,21.8,Low
Hollowware,Deluxe Quality,"IndoSurgicals Instrument Tray 11x7"" (Deluxe Quality)",Intersurgical,2023-09-11,2027-09-11,9,59.9,539.1,1461,409,3,120.33333333333333,21.8,Low
Anesthesia Equipment,Artificial Resuscitator,Silicone Artificial Resuscitator (Ambu Type Bag) Child,Terumo,2023-09-02,2026-09-02,18,79.9,1438.2,1096,35,48,21.979166666666668,21.8,Low
Ortho Aid,Pelvic Traction Kit,Pelvic Traction Kit,Bauch & Lomb,2024-07-11,2028-07-11,28,123.06,3445.68,1461,713,4,192.25,21.8,Low
Surgery,Instrument Kit,Dressing Instrument Kit,CDR MEDICAL INDUSTRIES,2023-04-23,2027-04-23,24,246.4,5913.6,1461,268,16,62.5625,21.8,Low
Surgery,Instrument Kit,Cesarean Section Set,Max Healthcare Institute Limited,2025-01-05,2029-01-05,43,599.2,25765.6,1461,891,13,81.92307692307692,21.8,Low
Laparoscopic Instrument,Graspers,Alligator Grasper,Romsons Group Of Industries,2024-03-12,2028-03-12,28,219.9,6157.2,1461,592,6,108.66666666666667,21.8,Low
Opthalmology Instruments,Scissors,Castroviejo Universal Corneal Scissors,B. Braun,2023-10-18,2027-10-18,24,62.9,1509.6,1461,446,7,130.57142857142858,21.8,Low
ENT Instruments,Laryngoscope,Laryngoscope Blade (Macintosh),Arena Medical Care,2023-11-18,2027-11-18,31,39.2,1215.2,1461,477,22,46.0,21.8,Low
Surgery,Forceps,"Kelly Forceps Straight, 5.5""",SISCO ,2023-05-19,2027-05-19,18,32.5,585.0,1461,294,10,89.7,21.8,Low
Anesthesia Equipment,Laryngoscope,IndoSurgicals Disposable Macintosh Type Fiber Optic Laryngoscope (Pack of 1 Blade & 1 Handle),Olympus,2023-10-11,2026-10-11,7,70.0,490.0,1096,74,29,36.0,21.8,Low
Radiology Aid,Lead Apron Racks,Lead Apron Hanger,Tynor Orthotics,2022-10-17,2026-10-17,9,22.4,201.6,1461,80,4,31.75,21.8,Low
OB/GYN Instruments,OB/GYN,Urethral Sound Bougie Clutton (Set of 12 Pcs.),Arena Medical Care,2023-05-15,2027-05-15,6,169.9,1019.4,1461,290,7,88.71428571428571,21.8,Low
Surgery,Retractor,Davis Boyle Mouth Gag with 5 Blade,Cook India,2022-12-19,2026-12-19,4,272.9,1091.6,1461,143,16,49.1875,21.8,Low
Surgery,Forceps,Bonney Plain Forceps,Poly Medicure,2024-03-15,2028-03-15,36,26.9,968.4,1461,595,20,52.15,21.8,Low
Linen,Lab Coat,"Female Lab Coat (Length 37"")",Vishal Surgitech,2023-03-23,2027-03-23,43,79.9,3435.7,1461,237,2,74.0,21.8,Low
OB/GYN Instruments,Vacuum Extractor Sets - Manual,Silicone Cups for Vacuum Extractor with release valve,Cook India,2023-09-10,2027-09-10,15,86.24,1293.6,1461,408,5,121.0,21.8,Low
Lab Plasticware,Racks & Stands,Test Tube Stand (3-Tier) Polycarbonate (Pack of 2 Pcs.),Ben Franklin Opticians,2023-10-25,2027-10-25,7,99.12,693.84,1461,453,7,132.42857142857142,21.8,Low
Opthalmology Instruments,Holder,Castroviejo Needle Holder without Lock (Curved),Santosh Surgical Instruments,2024-06-07,2028-06-07,11,104.9,1153.9,1461,679,4,192.75,21.7,Low
ENT Instruments,Laryngoscope,Laryngoscope Blade (Miller),KLS Martin India,2023-09-08,2027-09-08,28,39.2,1097.6,1461,406,27,35.51851851851852,21.7,Low
Cardiothoracic Instrument,Retractor,Morse Sternal Retractor,Ben Franklin Opticians,2023-04-07,2027-04-07,37,889.9,32926.3,1461,252,13,63.76923076923077,21.7,Low
Surgery,Instrument Kit,Hysterectomy Instrument Kit,CDR MEDICAL INDUSTRIES,2023-03-17,2027-03-17,6,1094.8,6568.8,1461,231,15,71.26666666666667,21.7,Low
Ortho Aid,Wrist & Elbow Splints,Wrist and Forearm Splint (Left),Intersurgical,2023-07-16,2027-07-16,13,41.895,544.635,1461,352,5,103.8,21.7,Low
Hollowware,General Quality,"IndoSurgicals Instrument Tray 11x7"" (General Quality)",Johnson & Johnson,2024-02-05,2028-02-05,9,49.9,449.1,1461,556,4,160.25,21.7,Low
Radiology,Needle,Coaxial biopsy needle,KLS Martin India,2024-09-28,2028-09-28,40,246.5,9860.0,1461,792,10,107.9,21.7,Low
Surgery,Suction Units Electric,Suction Unit - SS (35 Ltrs./Min),Ben Franklin Opticians,2023-02-12,2027-02-12,22,2688.0,59136.0,1461,198,13,62.15384615384615,21.7,Low
Surgery,Forceps,Lanes Tissue Forceps,Romsons,2024-03-13,2028-03-13,43,59.9,2575.7,1461,593,21,51.095238095238095,21.7,Low
Surgery,Forceps,Mosquito Artery Forceps Straight/Hemostatic Forceps,Trivitron Healthcare Private Limited,2023-02-15,2027-02-15,7,33.6,235.2,1461,201,15,62.666666666666664,21.7,Low
Surgery,Forceps,"Tonsil Artery Forceps (Curved) 8""",Integra,2023-04-24,2027-04-24,30,64.9,1947.0,1461,269,13,65.84615384615384,21.7,Low
Hollowware,Deluxe Quality,"Dressing Drum 6"" x 4"" (Deluxe Quality)",Trivitron Healthcare Private Limited,2023-07-03,2027-07-03,12,59.9,718.8,1461,339,7,100.85714285714286,21.7,Low
Laparoscopic Instrument,Cables,Biclamp Cable,Terumo,2024-02-16,2028-02-16,40,144.9,5796.0,1461,567,11,71.36363636363636,21.7,Low
Laparoscopic Instrument,Graspers,Universal Maxi Grasper,Arena Medical Care,2023-11-15,2027-11-15,5,219.9,1099.5,1461,474,7,137.28571428571428,21.7,Low
Hollowware,Deluxe Quality,"IndoSurgicals Instrument Tray 8x6"" (Deluxe Quality)",Opto Circuits India Limited,2024-02-10,2028-02-10,20,34.9,698.0,1461,561,5,160.8,21.7,Low
Surgery,Retractor,Volkmann Retractor (Sharp),GE Healthcare,2024-10-23,2028-10-23,38,35.0,1330.0,1461,817,17,59.88235294117647,21.7,Low
Anesthesia Equipment,Guedel Airways,Guedel Pattern Airways (Set of 6 Pcs.),ACCURATE MACHINES,2025-01-04,2028-01-04,38,25.2,957.6,1095,524,26,35.92307692307692,21.7,Low
Cardiothoracic Instrument,Forceps,DeBakey Satinsky Forceps,Sree Balaji Surgicals,2023-03-27,2027-03-27,23,226.9,5218.7,1461,241,15,59.46666666666667,21.7,Low
Surgery,Scissors,Vannas Spring Scissors,KLS Martin India,2024-12-31,2028-12-31,48,65.9,3163.2,1461,886,12,83.08333333333333,21.7,Low
Laparoscopic Instrument,Gynecology Instruments,Vaginal Tube Set of 3,Romsons,2024-01-11,2028-01-11,8,759.9,6079.2,1461,531,7,153.42857142857142,21.7,Low
Lab Plasticware,Funnels,Funnel Holder,Sree Balaji Surgicals,2023-09-07,2027-09-07,15,115.876,1738.14,1461,405,5,118.8,21.7,Low
Surgery,Retractor,Gosset Retractor,Wockhardt Limited,2023-03-02,2027-03-02,22,219.9,4837.8,1461,216,13,66.6923076923077,21.7,Low
Ortho Instruments,Handle,Orthopedic T-Handle with Chuck & Key,Dolphin Surgical,2024-10-25,2028-10-25,43,169.9,7305.7,1461,819,7,120.57142857142857,21.7,Low
Cardiothoracic Instrument,Retractor,IMA Retractor,Olympus,2023-07-24,2027-07-24,34,1589.9,54056.6,1461,360,20,41.3,21.7,Low
Anesthesia Equipment,Bain Circuit,IndoSurgicals Bain Circuit (Adult),Fortis Healthcare Limited,2023-11-10,2026-11-10,9,49.9,449.1,1096,104,20,46.0,21.7,Low
Surgery,Forceps,Mayo Safety Pin Instrument Holder,Dr. Lal PathLabs Limited,2024-02-19,2028-02-19,33,11.2,369.6,1461,570,16,58.25,21.7,Low
Surgery,Instrument Kit,ICD Set,Inor Medical Products Ltd,2023-01-11,2027-01-11,19,380.8,7235.2,1461,166,18,53.833333333333336,21.7,Low
Surgery,Scissors,Lister Bandage Scissors,Trivitron Healthcare Private Limited,2022-12-26,2026-12-26,2,31.9,63.8,1461,150,21,49.38095238095238,21.7,Low
ENT Instruments,Curette,Antrum Curette Oval,Ambu,2023-08-11,2027-08-11,34,45.9,1560.6,1461,378,8,54.375,21.7,Low
Ortho Aid,Wrist & Elbow Splints,Thumb Spica Splint,SISCO ,2023-12-04,2027-12-04,7,33.39,233.73,1461,493,6,142.5,21.7,Low
Surgery,Forceps,Hartmann Alligator Forceps,Ambu,2024-10-25,2028-10-25,42,119.9,5035.8,1461,819,22,43.13636363636363,21.7,Low
Orthopedics,Screw,Cortical screw,SISCO ,2023-07-05,2027-07-05,32,89.9,2876.8,1461,341,8,68.0,21.7,Low
Hollowware,Bed Pan & Urinal,Urinal Male & Female,Fresenius,2025-03-14,2029-03-14,34,17.9,608.6,1461,959,3,128.33333333333334,21.7,Low
Surgery,Forceps,Fine Dissecting Forceps (Jewellers Forceps),SISCO ,2023-05-24,2027-05-24,24,19.9,477.6,1461,299,14,74.0,21.7,Low
Surgery,Suction Units Electric,Suction Unit (60 Ltrs./min),Intersurgical,2023-10-11,2027-10-11,29,3124.9,90622.1,1461,439,17,59.64705882352941,21.7,Low
Laparoscopic Instrument,Graspers,Universal Maxi Grasper,HI-TECH LAB PRODUCTS,2024-09-08,2028-09-08,38,219.9,8356.2,1461,772,7,137.28571428571428,21.7,Low
Surgery,Instrument Kit,Dissecting Instruments Set of 13 Instruments,Inor Medical Products Ltd,2024-05-30,2028-05-30,41,64.4,2640.4,1461,671,13,70.23076923076923,21.7,Low
Surgery,Instrument Kit,D&C Kit,Johnson & Johnson,2023-02-07,2027-02-07,18,314.9,5668.2,1461,193,16,60.8125,21.7,Low
Linen,Hospital Uniform,Disposable Scrub Suit (Non Woven Fabric),Cook India,2023-11-30,2027-11-30,15,20.79,311.85,1461,489,4,141.25,21.7,Low
Hollowware,Thermometer & Forceps Jar,Forceps Jar (Heavy Base),Inor Medical Products Ltd,2022-09-22,2026-09-22,8,98.56,788.48,1461,55,3,23.333333333333332,21.7,Low
Furniture,Hospital Trolleys,Dressing Trolley Stainless Steel,Bard,2024-04-23,2028-04-23,15,1266.258,18993.87,1461,634,5,180.0,21.6,Low
Surgery,Suction Units Electric,Suction Unit - MS (125 Ltrs./Min),AJMERA BIO-MEDICAL ENGINEERS,2022-12-08,2026-12-08,10,7899.9,78999.0,1461,132,22,43.31818181818182,21.6,Low
Linen,Patient Dress,Patient Dress,Cook India,2023-07-10,2027-07-10,30,74.9,2247.0,1461,346,5,101.4,21.6,Low
Surgery,Forceps,Towel Clip English Pattern,Ben Franklin Opticians,2023-08-26,2027-08-26,4,9.9,39.6,1461,393,9,114.33333333333333,21.6,Low
Radiology Aid,Mobile Lead Barrier,Radiation Protection Lead Barrier (Single Panel),Hindustan Surgical,2023-06-04,2027-06-04,17,3337.6,56739.2,1461,310,11,91.36363636363636,21.6,Low
Sterilizers,Non-Electric Autoclave,"Autoclave (24 litres) Non-Electric, Pressure Cooker Type, Mirror Finish",Romsons,2025-03-18,2028-03-18,41,739.9,30335.9,1096,598,17,59.470588235294116,21.6,Low
Anesthesia Equipment,Anaesthesia Face Masks,"Face Mask, Size 0",Terumo,2023-09-27,2026-09-27,14,19.6,274.4,1096,60,37,29.054054054054053,21.6,Low
Other Instruments,Electrocardiograph,CONTEC ECG600G Digital 6 Channel ECG EKG Machine Portable,KLS Martin India,2023-04-20,2027-04-20,6,5218.752,31312.512,1461,265,11,79.36363636363636,21.6,Low
Surgery,Scissors,Cuticle Scissors (Curved),Boston Scientific,2024-06-21,2028-06-21,43,19.9,855.7,1461,693,16,55.5,21.6,Low
Rubber Products,Kelly's Pad,Kelly's Pad with Pump - Dx. Quality,Max Healthcare Institute Limited,2023-12-22,2027-12-22,26,76.7,1994.2,1461,511,4,125.25,21.6,Low
Surgery,Scissors,Potts-Smith Vessel Scissors,Reckitt Benckiser,2023-03-04,2027-03-04,6,69.9,419.4,1461,218,14,66.14285714285714,21.6,Low
Surgery,Scissors,Umbilical Cord Cutting Scissors,Terumo,2025-03-04,2029-03-04,45,45.9,2065.5,1461,949,12,81.66666666666667,21.6,Low
Surgery,Skin Hooks,Cushing Dura Hook,Baxter,2023-07-12,2027-07-12,32,61.0,1952.0,1461,348,10,101.9,21.6,Low
Linen,Hospital Uniform,"IndoSurgicals Scrub Suit for Doctors, Unisex, Poly Cotton (Royal Blue)",Dolphin Surgical,2024-11-06,2028-11-06,18,69.9,1258.2,1461,831,3,233.0,21.6,Low
Monitor,BP Monitor,Omron Automatic Blood Pressure Monitor,GPC Medical,2024-03-01,2028-03-01,38,190.96,7256.48,1461,581,23,42.0,21.6,Low
Surgery,Forceps,Crile-Wood Needle Holder,Stryker,2023-08-26,2027-08-26,10,36.9,369.0,1461,393,9,114.33333333333333,21.6,Low
Surgery,Instrument Kit,Premium Suture Practice Kit with Pad for Students,Johnson & Johnson,2022-11-23,2026-11-23,60,154.9,9294.0,1461,117,25,38.44,21.6,Low
Ortho Instruments,Nibbler,"Bone Nibbler (Single Action) Straight - 6""",GE Healthcare,2023-06-22,2027-06-22,25,99.9,2497.5,1461,328,7,91.42857142857143,21.6,Low
Surgery,Scissors,Knapp Iris Scissors (Straight),Intersurgical,2023-05-04,2027-05-04,9,19.9,179.1,1461,279,12,83.08333333333333,21.6,Low
Surgery,Forceps,Dandy Artery Forceps,Baxter,2024-09-22,2028-09-22,43,43.9,1887.7,1461,786,13,77.0,21.6,Low
Other Instruments,Monitor,CMS 9200 Patient Monitor,Romsons Group Of Industries,2025-03-31,2029-03-31,44,6948.48,305733.12,1461,976,7,143.28571428571428,21.6,Low
OB/GYN Instruments,OB/GYN,Wrigley Obstetrical Forceps,Ambu,2024-04-21,2028-04-21,24,124.9,2997.6,1461,632,6,118.33333333333333,21.6,Low
Lab Plasticware,Pipette Accessories,"Reagent Reservoir, 75 ml (12 Pcs.)",Tynor Orthotics,2023-09-08,2027-09-08,21,132.396,2780.316,1461,406,4,117.75,21.6,Low
Lab Plasticware,Atomic Models,Atomic Model Set,Hindustan Surgical,2023-04-26,2027-04-26,5,72.9,364.5,1461,271,7,80.57142857142857,21.6,Low
Surgery,Instrument Kit,Delivery Instrument Kit,Reckitt Benckiser,2023-05-04,2027-05-04,27,425.6,11491.2,1461,279,15,55.333333333333336,21.6,Low
Hollowware,Cidex Tray,Cidex Tray with Cover,SISCO ,2023-03-13,2027-03-13,17,490.0,8330.0,1461,227,13,68.38461538461539,21.6,Low
Surgery,Forceps,Allis Tissue Forceps Straight,Delux Surgical,2024-07-12,2028-07-12,40,36.9,1476.0,1461,714,21,48.23809523809524,21.6,Low
Laparoscopic Instrument,Reducer,Reducer 5mm,Becton Dickinson,2025-01-05,2029-01-05,47,56.9,2674.3,1461,891,4,165.25,21.6,Low
Surgery,Forceps,Piles Holding Forceps,Max Healthcare Institute Limited,2023-09-15,2027-09-15,26,78.4,2038.4,1461,413,16,64.0,21.6,Low
Ortho Instruments,Instrument Set,"Bipolar, Austin Moore and Thompson prosthesis Instrument set",Delux Surgical,2024-08-12,2028-08-12,10,2016.0,20160.0,1461,745,4,209.75,21.6,Low
Surgery,Forceps,Tungsten Carbide (TC) DeBakey Needle Holder,Abbott,2022-12-25,2026-12-25,18,189.9,3418.2,1461,149,21,47.666666666666664,21.6,Low
Radiology Aid,Gonad & Ovarian Shields,Gonad/Ovary Shield (BARC Approved),Gesco Healthcare,2023-06-26,2027-06-26,16,148.4,2374.4,1461,332,10,97.9,21.6,Low
Lab Equipment,Laboratory Water Bath,Serological Water Bath Thermostatic Controlled With Thermostat & Stirrer 13 Ltrs.,Hindustan Syringes,2023-04-30,2027-04-30,18,2044.336,36798.048,1461,275,10,82.5,21.6,Low
ENT Instruments,Laryngoscope,Laryngoscope LED Bulb/Lamp,HI-TECH LAB PRODUCTS,2024-09-12,2028-09-12,35,4.0,140.0,1461,776,27,36.407407407407405,21.6,Low
ENT Instruments,Tube,Jackson Tracheostomy Tube,Terumo,2024-01-24,2028-01-24,28,37.9,1061.2,1461,544,9,98.88888888888889,21.5,Low
Lab Plasticware,Racks & Stands,Test Tube Stand (3-Tier) Polycarbonate (Pack of 2 Pcs.),M/S IMADE TECHNOLOGY PRIVATE LIMITED,2023-11-07,2027-11-07,2,99.12,198.24,1461,466,7,132.42857142857142,21.5,Low
Anesthesia Equipment,Laryngoscope,IndoSurgicals Disposable Macintosh Type Fiber Optic Laryngoscope (Pack of 1 Blade & 1 Handle),Romsons,2024-03-30,2027-03-30,29,70.0,2030.0,1095,244,29,36.0,21.5,Low
Surgery,Forceps,Tungsten Carbide (TC) DeBakey Needle Holder,Thyrocare Technologies Limited,2024-11-22,2028-11-22,46,189.9,8735.4,1461,847,21,47.666666666666664,21.5,Low
Surgery,Retractor,Langenbeck Retractor,Opto Circuits India Limited,2023-02-08,2027-02-08,5,22.4,112.0,1461,194,16,58.8125,21.5,Low
Surgery,Forceps,Kogan Endocervical Speculum,Bard,2022-12-14,2026-12-14,31,479.9,14876.9,1461,138,22,37.22727272727273,21.5,Low
Lab Equipment,Laboratory Hot Plates,Laboratory Rectangular Heating Plate with Cast Iron Top 1.5kw with Energy Regulator,Olympus,2024-02-11,2028-02-11,34,1115.296,37920.064,1461,562,7,106.71428571428571,21.5,Low
Surgery,Instrument Kit,Advanced Lab Dissection Kit for Biology Anatomy Medical Students,Boston Scientific,2024-12-16,2028-12-16,49,84.9,4160.1,1461,871,22,44.09090909090909,21.5,Low
Hollowware,Bed Pan & Urinal,"Bed Pan with Lid Unisex Adult (Perfection type), Seamless",Gesco Healthcare,2023-12-07,2027-12-07,11,138.656,1525.216,1461,496,4,141.25,21.5,Low
Surgery,Suction Units Electric,Suction Unit (60 Ltrs./min),SISCO ,2024-11-30,2028-11-30,38,3124.9,118746.2,1461,855,17,59.64705882352941,21.5,Low
Opthalmology Instruments,Cautery,Wills Copper Ball Cautery,Fresenius,2023-09-04,2027-09-04,23,31.9,733.7,1461,402,7,115.85714285714286,21.5,Low
Surgery,Scissors,Dressing Scissors (Curved) Blunt/Sharp,Vishal Surgitech,2023-03-05,2027-03-05,17,34.9,593.3,1461,219,11,65.0909090909091,21.5,Low
Misc Products,Brush,Double Ended Endoscope Channel Cleaning Brush,Rama Surgical House,2023-12-13,2027-12-13,10,14.0,140.0,1461,502,6,143.0,21.5,Low
Lab Plasticware,Pipette Accessories,Micro Tip Box (6 Pcs.),Max Healthcare Institute Limited,2024-03-21,2028-03-21,6,100.3,601.8,1461,601,4,169.0,21.5,Low
Surgery,Suction Units Portable,"Suction Unit - AC/DC, MS (15 Ltrs./Min)",Ambu,2023-07-01,2027-07-01,12,1976.8,23721.6,1461,337,10,97.4,21.5,Low
Lab Equipment,Medium Centrifuge,"Medium Centrifuge Without Timer, 6 x 15ml",Rama Surgical House,2023-09-22,2027-09-22,24,1044.3,25063.2,1461,420,7,114.57142857142857,21.5,Low
Opthalmology Instruments,Scissors,Castroviejo Corneal Scissors,Apollo Hospitals Enterprise Limited,2024-09-06,2028-09-06,38,69.9,2656.2,1461,770,6,136.0,21.5,Low
Surgery,Scissors,Dressing Scissors (Curved) Sharp/Sharp,3M India,2023-05-18,2027-05-18,9,34.9,314.1,1461,293,10,85.2,21.5,Low
Surgery,Scissors,Spencer (Littauer) Stitch Scissors,GE Healthcare,2023-01-29,2027-01-29,22,29.9,657.8,1461,184,19,55.421052631578945,21.5,Low
Other Instruments,Rebreathing Bags,Rebreathing Bag,Fortis Healthcare Limited,2024-04-13,2028-04-13,41,16.8,688.8,1461,624,15,52.4,21.5,Low
Laparoscopic Instrument,Trocar with Cannula,Trocar & Cannula 7mm,Vishal Surgitech,2025-02-19,2029-02-19,10,422.9,4229.0,1461,936,4,260.5,21.5,Low
Other Instruments,Thermometer,Rossmax TG100 Digital Thermometer,Gesco Healthcare,2025-02-21,2029-02-21,42,31.0,1302.0,1461,938,2,260.5,21.5,Low
General,Cylinder,Flow Meter with Humidifier Bottle,Intersurgical,2023-09-19,2026-09-19,9,169.9,1529.1,1096,52,43,24.41860465116279,21.5,Low
Lab Plasticware,Micropipettes and Tips,Micropipette Fixed Volume,Shilpa Medicare Limited,2023-06-27,2027-06-27,12,71.39,856.68,1461,333,9,97.11111111111111,21.5,Low
OPT Equipments,Electrosurgical Unit,Electrosurgical Unit (Diathermy Machine) 400 DEXTER,Terumo,2024-02-01,2028-02-01,8,15164.8,121318.4,1461,552,5,155.8,21.5,Low
Anesthesia Equipment,Nebulizer Face Mask,Nebulizer Face Mask Kit for Child,Opto Circuits India Limited,2024-11-20,2027-11-20,37,19.9,736.3,1095,479,24,41.291666666666664,21.5,Low
General,Height & Weight Scales,Head Circumference Measuring Tape,Ben Franklin Opticians,2023-11-24,2026-11-24,24,3.5,84.0,1096,118,20,48.7,21.5,Low
Neurology Instruments,Hammer,Neurological Buck Hammer,Thyrocare Technologies Limited,2024-06-17,2028-06-17,21,23.9,501.9,1461,689,4,171.5,21.5,Low
Lab Plasticware,Funnels,Analytical Funnel,Romsons,2023-04-29,2027-04-29,29,78.116,2265.364,1461,274,12,79.83333333333333,21.5,Low
Surgery,Forceps,Adson Dressing Forceps Plain,Romsons Group Of Industries,2024-08-05,2028-08-05,39,19.9,776.1,1461,738,8,103.625,21.5,Low
Monitor,BP Monitor,Rossmax X3 Automatic Blood Pressure Monitor,Trivitron Healthcare Private Limited,2024-05-02,2028-05-02,41,280.336,11493.776,1461,643,5,74.0,21.5,Low
Radiology Aid,Mobile Lead Barrier,Radiation Protection Lead Barrier (Single Panel),Inor Medical Products Ltd,2025-01-30,2029-01-30,50,3337.6,166880.0,1461,916,11,91.36363636363636,21.5,Low
Linen,Lab Coat,"Female Lab Coat (Length 35"")",Opto Circuits India Limited,2024-08-21,2028-08-21,23,69.9,1607.7,1461,754,5,152.2,21.5,Low
Surgery,Instrument Kit,Delivery Instrument Kit,Terumo,2023-04-05,2027-04-05,26,425.6,11065.6,1461,250,15,55.333333333333336,21.5,Low
Monitor,BP Monitor,"Sphygmomanometer, Aneroid Type (Black)",Opto Circuits India Limited,2024-06-22,2028-06-22,45,62.832,2827.44,1461,694,13,54.92307692307692,21.5,Low
Surgery,Scissors,Mayo Scissors (Curved) Bladed Blunt/Blunt,Ben Franklin Opticians,2023-12-05,2027-12-05,36,39.9,1436.4,1461,494,20,54.05,21.5,Low
Monitor,BP Monitor,Rossmax X1 Automatic Blood Pressure Monitor,Becton Dickinson,2023-06-04,2027-06-04,1,182.336,182.336,1461,310,9,90.22222222222223,21.5,Low
Surgery,Suction Units Portable,"Suction Unit - AC/DC, ABS (30 Ltrs./Min)",Olympus,2023-02-12,2027-02-12,25,1592.64,39816.0,1461,198,16,60.125,21.5,Low
Surgery,Forceps,Adson Tissue Forceps Toothed,Romsons,2023-01-26,2027-01-26,16,19.9,318.4,1461,181,18,55.77777777777778,21.5,Low
Misc Products,Tourniquet,Pneumatic Tourniquet System,Hindustan Surgical,2023-07-19,2027-07-19,19,235.2,4468.8,1461,355,8,103.0,21.5,Low
Rheumatology,Syringe,Disposable syringe,HI-TECH LAB PRODUCTS,2023-02-09,2027-02-09,8,2.5,20.0,1461,195,15,59.333333333333336,21.5,Low
Surgery,Forceps,Micro Ring Forceps,Olympus,2023-03-14,2027-03-14,19,239.9,4558.1,1461,228,14,67.42857142857143,21.5,Low
